year,match,actual_result,home_prob,draw_prob,away_prob,true_class_prob,log_loss,model_prediction
2010,Spain vs Paraguay,home_win,0.7456156651410755,0.19529373006217918,0.05909060479674539,0.7456156651410755,0.29354500571736164,home_win
2010,Spain vs Portugal,home_win,0.7456324955318692,0.1945720982098507,0.05979540625828011,0.7456324955318692,0.2935224334973405,home_win
2010,Argentina vs Nigeria,home_win,0.7481245858396123,0.19230973756975453,0.05956567659063318,0.7481245858396123,0.2901857562678976,home_win
2018,Brazil vs Mexico,home_win,0.7531593085405999,0.20005796100659698,0.04678273045280316,0.7531593085405999,0.28347850843203026,home_win
2022,England vs Senegal,home_win,0.7549129787518676,0.19171586442325084,0.05337115682488163,0.7549129787518676,0.2811527963073499,home_win
2018,France vs Australia,home_win,0.7551965442028385,0.1890000177385566,0.055803438058604875,0.7551965442028385,0.2807772401639133,home_win
2018,Portugal vs Morocco,home_win,0.7566421013892991,0.18987300537690496,0.05348489323379596,0.7566421013892991,0.2788649228260762,home_win
2018,Spain vs Iran,home_win,0.7583948367393393,0.18567847555469086,0.055926687705969806,0.7583948367393393,0.27655113616136295,home_win
2014,Portugal vs Ghana,home_win,0.7612827291897576,0.18540569183254146,0.05331157897770094,0.7612827291897576,0.2727504668727124,home_win
2014,Argentina vs Bosnia and Herzegovina,home_win,0.761923772806923,0.19038310121393454,0.04769312597914254,0.761923772806923,0.2719087639858465,home_win
2018,Argentina vs Nigeria,home_win,0.7622725482318696,0.18095866953918543,0.05676878222894483,0.7622725482318696,0.27145111240091635,home_win
2022,Belgium vs Canada,home_win,0.7636207146307127,0.1876369644731201,0.04874232089616716,0.7636207146307127,0.2696840599045771,home_win
2018,England vs Tunisia,home_win,0.7651091036393549,0.18710251404029296,0.047788382320352096,0.7651091036393549,0.2677368361883317,home_win
2010,Germany vs Australia,home_win,0.7652362306095791,0.18156750692480356,0.05319626246561739,0.7652362306095791,0.2675706946414906,home_win
2010,Spain vs Chile,home_win,0.7666989311167975,0.1817696431682042,0.051531425714998254,0.7666989311167975,0.26566108255312704,home_win
2014,Argentina vs Iran,home_win,0.76832407010347,0.18788530345572588,0.04379062644080414,0.76832407010347,0.26354366855663935,home_win
2018,England vs Panama,home_win,0.7712367102547582,0.18092294948747945,0.04784034025776247,0.7712367102547582,0.2597599353472965,home_win
2018,Germany vs Sweden,home_win,0.7722012420929018,0.17638862067231637,0.051410137234781966,0.7722012420929018,0.2585100866413784,home_win
2022,Germany vs Costa Rica,home_win,0.7724372305145707,0.18071619195254157,0.046846577532887804,0.7724372305145707,0.25820452850892217,home_win
2014,Chile vs Australia,home_win,0.774010811796186,0.17431789608051673,0.05167129212329715,0.774010811796186,0.2561694367610492,home_win
2018,Belgium vs Japan,home_win,0.7775239472329227,0.16809328784623642,0.05438276492084083,0.7775239472329227,0.2516408351034883,home_win
2010,Argentina vs South Korea,home_win,0.7778907790201846,0.17341697718568433,0.04869224379413112,0.7778907790201846,0.25116915152241953,home_win
2014,Argentina vs Nigeria,home_win,0.7811051080066151,0.1791336871546062,0.039761204838778715,0.7811051080066151,0.24704555688321572,home_win
2018,Belgium vs Tunisia,home_win,0.7816519026278737,0.1670493986223255,0.0512986987498009,0.7816519026278737,0.24634577484435602,home_win
2010,Brazil vs Ivory Coast,home_win,0.7817681469021686,0.1700265816351432,0.04820527146268815,0.7817681469021686,0.24619706973526642,home_win
2010,Slovenia vs Algeria,home_win,0.7820965619240972,0.16700535878403006,0.05089807929187289,0.7820965619240972,0.24577706533859084,home_win
2022,France vs Morocco,home_win,0.787338535715981,0.17653276967393675,0.036128694610082245,0.787338535715981,0.23909696331614813,home_win
2022,France vs Poland,home_win,0.7919456634394133,0.16899073990059568,0.03906359665999101,0.7919456634394133,0.23326249628968074,home_win
2010,Ivory Coast vs North Korea,home_win,0.7923839221109084,0.1595833068113499,0.04803277107774187,0.7923839221109084,0.23270925448106902,home_win
2022,Spain vs Costa Rica,home_win,0.7939865737910414,0.17117419974082865,0.03483922646812989,0.7939865737910414,0.2306887274610412,home_win
2022,Switzerland vs Cameroon,home_win,0.7955216897933398,0.16502272635522552,0.039455583851434724,0.7955216897933398,0.22875716596526036,home_win
2014,France vs Honduras,home_win,0.7967266390668731,0.15975120480122904,0.04352215613189793,0.7967266390668731,0.22724364639458536,home_win
2022,Netherlands vs Senegal,home_win,0.7988108731716411,0.16341111608247397,0.03777801074588483,0.7988108731716411,0.22463106565074276,home_win
2022,Brazil vs Switzerland,home_win,0.8002138899674232,0.16468781919620157,0.0350982908363753,0.8002138899674232,0.2228762245899038,home_win
2018,Belgium vs Panama,home_win,0.8002974881414893,0.1511685174441261,0.04853399441438466,0.8002974881414893,0.22277176026020826,home_win
2010,Germany vs Ghana,home_win,0.8055844175663314,0.15373780876880508,0.04067777366486362,0.8055844175663314,0.21618728040843657,home_win
2010,Netherlands vs Japan,home_win,0.8065141997762009,0.15339618341180544,0.040089616811993724,0.8065141997762009,0.2150337749057799,home_win
2014,Brazil vs Croatia,home_win,0.8118225556798205,0.15512582314860288,0.03305162117157659,0.8118225556798205,0.20847349018897543,home_win
2010,Netherlands vs Cameroon,home_win,0.8123533360322989,0.148470840712432,0.03917582325526909,0.8123533360322989,0.20781989057075398,home_win
2018,Brazil vs Serbia,home_win,0.8146921926791719,0.14901358690377137,0.036294220417056766,0.8146921926791719,0.20494491477372476,home_win
2018,Uruguay vs Saudi Arabia,home_win,0.8152123910740735,0.1438713548969576,0.04091625402896877,0.8152123910740735,0.20430659714734373,home_win
